NOM	ADREÇA	DISTRICTE	C. P.	POBLACIÓ	PAÍS	Telèfon 1	Telèfon 2	WEB	E-MAIL	LATITUD	LONGITUD	INFO EXTRA 1	INFO EXTRA 2	INFO EXTRA 3
Restaurant Taberna Abasolo Etxea	C Marià Cubí 190	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932004877	+34 932092422	http://www.abasoloetxea.com		41.39488239722222	2.1438170833333334
Bar Berlin	Muntaner 240	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932006542				41.394329347222225	2.149497361111111
Bar Restaurant On	Sant Domènec del Call 14	Ciutat Vella	08002	BARCELONA	ESPANYA					41.382895425	2.1754921388888886
Restaurant Biblioteca	C Junta de Comerç 28	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934126221			chef@bilbio-teca.com	41.37923755833334	2.1719045555555554
Bar musical Fritz Mar	Pg Marítim Barceloneta 34	Ciutat Vella	08005	BARCELONA	ESPANYA	+34 932217765	+34 934146990			41.383444583333336	2.1954624444444444
Hotel Rívoli Rambla	C la Rambla 128	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934817676	+34 933175053			41.38428501666667	2.1711567777777776
Hotel Barcelona Hilton	Av Diagonal 589*591	Les Corts	08014	BARCELONA	ESPANYA	+34 934957777	+34 934957700			41.38889217222222	2.131376027777778
Bar Restaurant L'Explendid	C Aribau 254	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932008877				41.39647592777778	2.14893075
Restaurant Bar Ra	Pl Gardunya 1	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933014163	+34 933016132			41.381770933333335	2.1706049166666666
Restaurant Embat	C Mallorca 304	Eixample	08037	BARCELONA	ESPANYA	+34 934580855			info@restaurantembat.es	41.397031572222225	2.1669864444444444
Base Nàutica Municipal de la Mar Bella	Ptja Bogatell 	Sant Martí	08005	BARCELONA	ESPANYA	+34 932210432				40.64370160833333	1.8165979444444444
Reial Cercle Artístic - Institut Barcelonès d'Art	C Arcs 5	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933015937			cercleartistic@cconline.es	41.38453696111111	2.174494388888889
 Té *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608105		http://www.cafeandte.com		41.442532125	2.198353
Natural Blend *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608145				41.442532125	2.198353
Vilaplana *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA					41.442532125	2.198353
Dunkin Donuts *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608767		http://www.dunkindonuts.com		41.442532125	2.198353
Jamaica Coffee Shop *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608729		http://www.jamaicacoffeeshop.es		41.44077756666666	2.198467194444444
Cafeteria Cafe Quijano *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608741				41.442532125	2.198353
Restaurant Bazaar *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608350				41.442532125	2.198353
Restaurant Taverna Sagardi-Euskal *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608115	+34 902520522	http://www.sagardi.com	reservas@sagardi.es	41.442532125	2.198353	+34 933435411
Res. Pastafiore *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608097			pfbarcelonamaquinista@pansandcompany.com	41.442532125	2.198353
Restaurant Pitamanía *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608864				41.442532125	2.198353
Cerveseria Restaurant Gambrinus *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608219				41.442532125	2.198353
Restaurant Lizarran *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608941	+34 902400046		dfcpromo@wanodoo.es	41.442532125	2.198353	+34 933608941
Restaurant TapasBar *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608879		http://www.tapasbar.es		41.442532125	2.198353
Restaurant La Granja *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608186				41.442532125	2.198353
Restaurant Cantina Mariachi *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608346	+34 933608346	http://www.cantina-mariachi.com		41.442532125	2.198353
Cerveseria Restaurant El Fraile *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608944	+34 932213481	http://www.elfraile.net	elfraile@elfraile.net	41.442532125	2.198353
Restaurant Trattoria Ginos *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608123	+34 902423423	http://www.grupovips.com		41.442532125	2.198353
Bar Burger King *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA					41.442532125	2.198353
Bar McDonald's *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608732				41.442532125	2.198353
 Company *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933608040		http://www.pansandcompany.com		41.442532125	2.198353
Happy Crack *La Maquinista	Pg Potosí 2	Sant Andreu	08030	BARCELONA	ESPANYA					41.442532125	2.198353
Restaurant La Lluna	Cro Sant Bonaventura 5	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933424479		http://www.lallunarestaurant.com	info@lallunarestaurant.com	41.38519257222222	2.1717846666666665
Bar Terra	Pujades 64	Sant Martí	08005	BARCELONA	ESPANYA	+34 932322486				41.394723633333335	2.1919009999999997
Hotel Intercontinental Princesa Sofía Barcelona	Pl Pius XII 4	Les Corts	08034	BARCELONA	ESPANYA	+34 935081010	+34 933302154	http://www.expogrupo.com	psofiacontraste@expogrupo.com	41.38652906944444	2.1231086944444444
Restaurant Sugar Club *World Trade Center	Moll Barcelona 1	Ciutat Vella	08039	BARCELONA	ESPANYA	+34 902888115	+34 935088325	http://www.sugarclub-barcelona.com	info@sugarclub-barcelona.com	41.371059611111114	2.1823455833333334	+34 932289721
Bar Restaurant O'Carballo	Trav Gràcia 252	Gràcia	08025	BARCELONA	ESPANYA	+34 934574197				41.40547245	2.1646219444444443
Bar Restaurant Xiscarexantar	Pere IV 59	Sant Martí	08018	BARCELONA	ESPANYA	+34 934855862	+34 934855862			41.396266097222224	2.1922189444444444
Restaurant Txalaparta	C Sants 146*152	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 934092019	+34 934902973	http://www.restaurantetxalaparta.com	txalaparta@restaurantetxalaparta.com	41.37554660833333	2.133652861111111
Restaurant Alta Taberna Paco Meralgo	C Muntaner 171	Eixample	08036	BARCELONA	ESPANYA	+34 934309027	+34 933221507	http://www.pacomeralgo.com		41.391713527777775	2.1524825
Restaurant de Tapa Madre	C Mallorca 301	Eixample	08037	BARCELONA	ESPANYA	+34 934593134	+34 934572861	http://www.detapamadre.com	detapamadre@hotmail.com	41.39694865	2.166505972222222
Restaurant Carmelitas	C Carme 42	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934124684	+34 933426751	http://www.carmelitas.biz	carmelitas@iservicesmail.com	41.38181298888889	2.1693390555555556
Restaurant Torre d'Altamar	Pg J Borbó Comte Barcelona 88	Ciutat Vella	08039	BARCELONA	ESPANYA	+34 932210007	+34 932210090	http://www.torredealtamar.com	reserves@torredealtamar.com	41.37314246111111	2.1879252777777776
Centre Garcilaso	C Garcilaso 103	Sant Andreu	08027	BARCELONA	ESPANYA	+34 932562959	+34 932431710			41.422605125	2.1862141666666663
Cafeteria The Bagel Shop	Pl Vila de Gràcia 8	Gràcia	08012	BARCELONA	ESPANYA	+34 932176101				41.40042602222222	2.1577265555555556
Gran Casino de Barcelona	C Marina 19*21	Ciutat Vella	08005	BARCELONA	ESPANYA	+34 932257878	+34 932252182			41.38708262222222	2.1965545
Bar Restaurant Arrel del Born	C Fusina 5	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933199299	+34 933199299	http://www.arreldelborn.com	arrel@virtualsys.com	41.38636758888889	2.1830243055555556
Bar Restaurant Cros Diagonal	Av Diagonal 433	Eixample	08036	BARCELONA	ESPANYA	+34 934143748	+34 932094332		crosdiagonal@yahoo.es	41.39419608888889	2.1512805555555556
Restaurant La Vinya del Senyor *Avinguda Sarrià	Av Sarrià 15	Eixample	08029	BARCELONA	ESPANYA	+34 934102511				41.389872269444446	2.146914111111111
Pizza Sapri *Gal.lileu	Galileu 326	Les Corts	08028	BARCELONA	ESPANYA	+34 933222040	+34 902100796	http://www.pizzasapri.com		41.38615653888889	2.1312494444444443
Restaurant Las Fiestas del Convento	C Jerusalem 3	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933022432	+34 933020873	http://www.sebastiangroup.com	info@sebastiangroup.com	41.38112295	2.1715035277777774	+34 609052350	+34 933022432
Cerveseria Restaurant Can Xapata	C Casanova 213	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932402184		http://www.can-xapata.com		41.39420846944444	2.1469185
Restaurant Japonès Prosperity Sushi	C València 240	Eixample	08007	BARCELONA	ESPANYA	+34 934516228				41.390482399999996	2.1605586666666667
Restaurant La Polpa	C Enric Granados 69	Eixample	08008	BARCELONA	ESPANYA	+34 933238308				41.391198869444445	2.1576870277777775
Restaurant Xinés Memorias de China	C Lincoln 17	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934157602	+34 932183304	http://www.memoriasdechina.es	info@memoriasdechina.es	41.400446655555555	2.149914361111111
Restaurant El Rovell del Born	C Argenteria 6	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932690458				41.38363045	2.1801911111111107
Café Restaurant L'Appart	C Pelai 9	Eixample	08001	BARCELONA	ESPANYA	+34 933176673				41.38585456388889	2.166529611111111
Restaurant La General de Tartas	Pg Bonanova 56	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932123302				41.403305394444445	2.1272723055555556
Restaurant Japonès Sumo *Centre de la Vila	C Salvador Espriu 61	Sant Martí	08005	BARCELONA	ESPANYA	+34 932219847	+34 932219847			41.390896519444446	2.1978509444444443
Restaurant Japonès Sumo *Diagonal Mar	Av Diagonal 3	Sant Martí	08019	BARCELONA	ESPANYA	+34 933562327	+34 933562327			41.41042665833333	2.2164054444444448
Restaurant Chido One	C Torrijos 30	Gràcia	08012	BARCELONA	ESPANYA	+34 932850335	+34 932371531	http://www.chidoone.com	info@chidoone.com	41.40326995555555	2.1590226388888887
Bar Restaurant 12+1 Deport Restaurant	Arquitecte Sert 17*19	Sant Martí	08005	BARCELONA	ESPANYA	+34 932219752	+34 932219752	http://www.12mas1.com	12mas1@12mas1.com	41.390896519444446	2.1978509444444443
Cerveseria Restaurant Vildsvin	C Ferran 38	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933179455			reservas@sagardi.es	41.381973994444444	2.17633375
Xiringuito Splashh	Ptja Barceloneta 100*LP	Ciutat Vella	08003	BARCELONA	ESPANYA					41.37586967777778	2.1911498055555554
Bar El 24	Ferran 24	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933020986				41.38120663888889	2.175372583333333
Restaurant Va de Vi	Banys Vells 16	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933192900				41.38419725	2.1811459166666665
Museu d'Història de Catalunya	Pl Pau Vila 3	Ciutat Vella	08039	BARCELONA	ESPANYA	+34 932210050				41.3808077	2.185855722222222
Restaurant Self-service Polimenú*La Cup	C Jordi Girona 1-3	Les Corts	08034	BARCELONA	ESPANYA	+34 934017107	+34 932044020	http://www.restaurantenotable.com	notable@versin.com	41.38991789166666	2.115375111111111
Restaurant Notable *La Cup	C Jordi Girona 3*5	Les Corts	08034	BARCELONA	ESPANYA	+34 934017107	+34 932044020	http://www.restaurantenotable.com	polinotable@terra.es	41.387871077777774	2.114651777777778	+34 932044020
Restaurant Els Pollos de Llull *Ramon Turró	C Ramon Turró 13	Sant Martí	08005	BARCELONA	ESPANYA	+34 932213206	+34 607350289	http://www.elspollos.com	info@elspollos.com	41.39104871666667	2.190924222222222	+34 932213206
Bar La Confiteria	Sant Pau 128	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 93 443 0458				41.37548766111111	2.1679224166666664
Abba Sants Hotel	C Numància 32	Sants-Montjuïc	08029	BARCELONA	ESPANYA	+34 936003131	+34 936003101	http://www.abbahoteles.com	abbasants@abbahoteles.com	41.38256868055556	2.140019166666667
Centro Riojano de Barcelona	Peu de la Creu 8*10	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934430854	+34 934423827			41.38147130833333	2.1673136666666664
Restaurant Ugarit Bruniquer	C Bruniquer 37	Gràcia	08024	BARCELONA	ESPANYA	+34 932841214		http://www.ugaritrestaurantsirio.com		41.40514408333333	2.161355611111111
Restaurant Baravins	C Comte d'Urgell 196	Eixample	08036	BARCELONA	ESPANYA	+34 934515172			baravins@teleline.es	41.38799417777778	2.151068638888889
Restaurant Las Guindas	C Sant Pau 126	Ciutat Vella	08001	BARCELONA	ESPANYA					41.375554372222226	2.168013722222222
Restaurant Gran Babilonia	C Santaló 125	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932010904	+34 934142195			41.39921979166667	2.1411856666666664
Fàbrica de Creació Ateneu Popular 9 Barris	C Portlligat 11-15	Nou Barris	08042	BARCELONA	ESPANYA	+34 932761187	+34 933503000	http://www.ateneu9b.net	info@ateneu9b.net	41.44960580833333	2.1789486666666664
Restaurant Semon *Sta Fe Nou Mèxic	C Santa Fe de Nou Mèxic 15	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932015507				41.39443801944444	2.1372096666666667
Llibreria Casa del Libro *Passeig Gràcia	Pg Gràcia 62	Eixample	08007	BARCELONA	ESPANYA	+34 932723480	+34 934871426			41.392924102777776	2.1644761666666668
Cafeteria  Restaurant Living Bar	Capellans 9	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934121370				41.38526237222222	2.1744239999999997
Restaurant Luna de Estambul	Av Roma 110	Eixample	08015	BARCELONA	ESPANYA	+34 933232565				41.384356555555556	2.1527771388888888
Restaurant Tapas *Poble Espanyol	Av Francesc Ferrer Guàrdia 13*27	Sants-Montjuïc	08038	BARCELONA	ESPANYA	+34 933257746	+34 933257746			41.369117261111114	2.1467245833333335
Restaurant Bell Amic	C Gignàs 25	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933151259			lcanyas@wanadoo.es	41.38151735277778	2.1802831388888886
Restaurant Frankfurt de l'Olla	C Torrent de l'Olla 111	Gràcia	08012	BARCELONA	ESPANYA	+34 932372174				41.402389774999996	2.156769222222222
El Cafè de Ferran	Ferran 59	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933021076				41.382338394444446	2.176605611111111
Bar Castells	Pl Bonsuccés 0001	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933021054				41.384119008333336	2.1697938333333333
Mirador Barcelona Restaurant El Cordero	Riudecanyes 5	Nou Barris	08033	BARCELONA	ESPANYA	+34 933533419	+34 933530701			41.45258513888889	2.1792986666666665
Restaurant Marisqueria Las 5 Villas	Rda General Mitre 1	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932802858	+34 932805643			41.39303746111111	2.130673888888889
Bar Restaurant Blat Net *Sitges	C Sitges 6	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933179925				41.38432688611111	2.1697629722222223
Bar Bocatta *Pl Sant Jaume	Pl Sant Jaume 6	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933151606	+34 933151606	http://www.bocatta.es		41.382959622222224	2.1772279166666664
Bar Restaurant La Perla *Numáncia	Numància 66	Les Corts	08029	BARCELONA	ESPANYA	+34 934305017				41.38429909166667	2.1382555555555554
Restaurant La Torreta de Sarrià	Ctra Sarrià a Vallvidrera 82	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932805630				41.40865347222222	2.1099690833333336
Sweet Gaufre	C la Rambla 83	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933026960				41.381531716666665	2.1726858055555556
Bar Restaurant A Canteira	Pg Sant Joan 159	Gràcia	08037	BARCELONA	ESPANYA	+34 934588486				41.40220458333333	2.165419527777778
Bar Bus Exprés	Av Meridiana 408*410	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933450206				41.431663066666665	2.1835384166666665
Restaurant La Taverna de Santa Maria	C Abaixadors 10	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933103096	+34 933103096			41.38310671388889	2.1811898888888885
Restaurant Ca La Monyos	C Muntaner 18	Eixample	08011	BARCELONA	ESPANYA	+34 934545358				41.385050505555554	2.161671333333333
Restaurant Can Tornem-hi	Av Exèrcit 8*10	Les Corts	08034	BARCELONA	ESPANYA	+34 932804814				41.386211877777775	2.112228638888889
Restaurant All i Oli	Alella 3	Nou Barris	08016	BARCELONA	ESPANYA	+34 934083542		http://www.rbmesa.com/allioli.htm		41.43137043333333	2.1812246388888887
Restaurant Sal i Pebre	Alfambra 14	Les Corts	08034	BARCELONA	ESPANYA	+34 932053658				41.386552183333336	2.112660388888889
Restaurant Triton	Alfambra 16	Les Corts	08034	BARCELONA	ESPANYA	+34 932033085	+34 932044190	http://www.rbmesa.com/triton.htm	rbmesa@noftly.es	41.38667828055556	2.1126066666666667
Bar  Aptc	C Alí Bei 43	Eixample	08010	BARCELONA	ESPANYA	+34 932313058				41.392953741666666	2.1798293055555553
Bar Restaurant Paco Alcalde	C Almirall Aixada 12	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932215026	+34 932214597	http://www.pacoalcalde-restaurante.com		41.377319675	2.1897478055555553
Bar Restaurant Ancora	C Almirall Cervera 2	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932215062	+34 932215062			41.37801235	2.1884919166666665
